,sha256,pkgName,classID,googlePlayDescription
3202,954BEBF563ABC06A6C3B4B44BA4B886CD4FACE7A6398555E88775423490E4A43,com.ecartek.en.kd,,"Mobile KD is assistant software of KD200 / KD900/KD-X2, it's convenient for users to query remotes data. It also support account management, users can edit remotes data as they want. This software now  support generating remotes and Chip clone. Please obey the law when edit the remotes data on the software, individual legal responsibility will be traced by users' log account or address(KEYDIY)."
3203,9550A12B6BD1FBF073ADEC75A9549130CEB22586068D556B757139B20CB001FB,com.szwl.huaren,,华人+(HUAREN+) is an unofficial app of Chinese In North America(北美华人e网)（https://huaren.us）. Chinese In North America(北美华人e网)（https://huaren.us）is a popular chinese forum in north America，and is the home of Overseas Chinese。
3211,95BF7B6402F97338C3DBF00D967B6998D89FEC28E45187348C882E8EE84769B2,com.crownarts.dogtransporttruckdrivergame,,"Dog TransporT Truck driver - Pet Dog Simulator   Get ready for the latest and adventurous concept of supplying Pet Dog by using large cargo trucks and vehicles to the shopping mall plazas , dog safety centre and to home.  Discover real driving adventure with  Dog TransporT Truck driver - Pet Dog Simulator. . Catch stray dogs, put them in your transporter truck and deliver to pets shelter but beware from wild dogs. You have been chasing wild dogs, catch them and loaded them in a transport truck. Rush them to the animals shelter in a fast heavy duty transportation vehicle in the whole chaos. Buckle your seat belt, hold your steering, and let your crazy wheels moving in this ultimate transportation game. Drive through the streets, escape road traffic and reach your destination in city and jungle.  Gradually levels will become tough and challenge able when you will move within off road environment. This Safety animal cargo truck driving game will examine you that how will you handle the speed and acceleration of the heavy loaded trucker and containers. You have to utilize your intellectual levels for completing the tasks within time limits. Furthermore background sound effects will rise up your confidence and motivate you transport of sea Dog animals truck games to play this city animal transport lorry game with your full involvement.  In this version of Dog TransporT Truck driver - Pet Dog Simulator you can take your little puppy Dog on a fun adventure through the park, city and forest.    Remember these are not zoo animals so be careful. This big truck is like a cargo transporter used for delivery. Be the delivery driver, load the wild beasts, drive through the streets, avoid off-road places, steep hill and unload them near their cages. It’s a tough job. As a Police Ensure their safe and sound delivery to the city zoo or any safe shelter. You’ve got a proper parking area to park your heavy-duty transporter truck for off loading. Catch them and transport them to zoo. This game is better than other dog simulator games and dog games.    Dog TransporT Truck driver - Pet Dog Simulator features  - Drive with extreme safety - Awesome truck driving challenge missions - Attractive 3D safety city dog centre environment - Realistic animations - Smooth Steering, Brakes, Drifting & Lifting - Transporting all kingds of  dogs and wild dogs - Thrill of transportation Driving on city roads and Steep Paths - Drop the dogs to the homes who wants to buy a pet dog  - Drop the german shaphered dog to the hospital for the cure of injury - Drop the dog to the pet animal shops in pet dog simulator"
3217,961AAB95DF0B7845B92D23A224081107C25DF15020299BEAAEA0935EB0D05D86,musicplayer.bassbooster.equalizer,,"The global bass booster and the equalizer (Eq & Bass) enhances the sound quality of your Android device, enabling bass boosters and virtual 3D surround sound. The Equalizer & Bass Booster (Eq & Bass) making your android device sound has never been better.  The Equalizer sound booster & bass booster (Eq & Bass) is also a great volume booster, speaker booster. You can use a Bluetooth speaker to listen to music.  The bass master and volume booster allow you to adjust the sound quality and get the best music or audio sound effect  from your device.  The equalizer and bass booster (Eq & Bass) consist of volume gain sliders, bass boosters, virtual 3D surround sound, and five band equalizers.  Use headphones for the best sound effects.   Equalizer & bass booster(Eq & Bass) is Simple Installation and usage for works with all Music and Video players:   Work for Music or Audio,improve the sound quality * Turn on the Music or Audio(Video) player and play music * Turn on the Bass Booster & Equalizer application and adjust sound level and frequency. * Put headphones or speakers for a best results * To close application by the close button of notification."
3220,96A92C997DA52B09AA1FE5E3D75F78F864E07901F7A97CB15BB94248F5803140,id.or.sapto.edukasi.pintarkimia,,"Smart Chemistry Applications (Dual Language Version: Indonesian and English) is Set of Chemistry Problems and Their Resolution, contains a number of questions along with the answers. Not only answers, but also accompanied by a full explanation of the theories and formulas that support the answer as well as the pictures which make it so easily understood by students and teachers, particularly at the high school level. This application was made in the version of Indonesian and English. To change the language simply by long tap on the first screen of the application, or tap on the menu button."
3236,9800B5FD715093BC2CAF0E72E9FEBA0E324BFF01C6AA131683F12C55D08DC752,com.qiushui.android.app.idiom,,"The idiom dictionary is completely offline, and contains more than 50,000 idioms, including interpretations, sources, and examples of idioms. At the same time, more than a thousand idiom stories were included. inquiry mode: 1. Enter idioms or partial queries directly. 2. Enter the first word query of the idiom, the tail word query, the middle word query  skills: 1. You can query the location of the keyword in the idiom. 2. Long press the query to display one randomly."
3240,984CEFF78926FCC3D6845F5DC0C11FEA2294FAB03940EB3ED84CF55D5874FCC2,com.card.carddiary,,"<b>Make everyday meaningful.</b> Oak Diary (former ""Card Diary"") - Daily Journal, Mood Tracker & Memoir lets you create concise daily entries to catalog emotions, moods, and thoughts.  A perfect place for you to think, feel, discover, remember, and dream.  Take a break - turn your attention inwards and listen to what’s going on in your mind.  <b>How this self reflection app Works</b> > Register your feelings, thoughts or other musings on a single card every day > Record memories and express yourself with text, symbols, locations or images > Create a timeline of up to 365 cards for each year - reflect on your past, see how you’ve changed  The more you create cards, the larger your personal diary gets! Capture your daily moments and affirmations, make each day count.  Offer yourself the attention and time you deserve by expressing your thoughts and emotions in this amazing virtual journaling app. Bid farewell to the old ways of recording daily ongoing as you can use this modern app to record your thoughts, record memories, express your emotions and save your daily lessons to view them later. Whether you like to keep a track of your progress or simply need a journaling companion, this anti depression app is here to help you. Try it now!    <b>Record your thoughts!</b> Adopt a new habit of journaling or nurture your old passion for logging your days with this awesome journaling app. The app offers you the security, privacy, and freedom of expressing yourself in the most original and non-judgmental way. Simply pick a day and add a card to jot down your thoughts and save them to view later.  <b>Interactive expression styles</b> The new mood and habit tracker app is not limited to text only. You can upload images or choose pre-saved images to set as the background for the diary of every month or day. You can use the emoticon to express your thoughts and emotions symbolically. Add tags to label the diary or add any location in the private journal. You can also record daily weather or favorite that card of the journal for later use.  <b>Features of Oak Diary – Daily Journal, Mood Tracker & Memoir</b> •	Simple and easy journal app UI/UX •	Hassle-free diary app layout and appealing design •	Clutter-free options and smooth controls •	Choose from over 20 different colors as a background for each month •	Upload image for the diary background of each month •	Edit private diary and log in your emotions, weather, thoughts, and images •	Add labels and location or tag your daily log •	Write from a computer or tablet when you want to record a longer diary •	Use the search bar to search your diary logs •	Diary lock available via passcode or facial recognition •	Switch between dark theme and light theme •	Multilanguage support available for the self reflection app •	Try out cool and exciting fonts from the app •	Auto save and diary syncing available so you never lose your logs •	Import or export diary in text or PDF format •	Share private diary to your social media handles  •	Change font color, bold font, underline or italicized font •	Remind you the diaries you have written in the past  -------------------  <b>About Us</b> We are a South Korean designer and two developers (both living in New Zealand) who have joined together to form a team. We love working together to bring you our ideas and apps. As we’re a small team, we’d really appreciate your help with translations. Click ‘Help us to translate’ in Oak Diary to help us. ^ ^ ------------------- Send us an email if you have any problems: oakdiary@gmail.com  We treasure your privacy. Oak Diary does not collect or store any of your personal data. They are fully under your control.  Are you ready to record your thoughts and track your progress in one of the coolest online logs available? Use this online journal app to keep your daily track. Download and use Oak Diary – Daily Journal, mood tracker & memoir today!"
3252,99088E390C592C5F9DAFF580118F5FA693878D39A11C08C38AC4F31E1912148E,zddz.motolock2,,"In this APP, the motorcycle anti-theft function is opened and closed by scanning, automatic connection and password verification of motorcycle Bluetooth. In the open state, switch, adjust the volume and switch mode to the Bluetooth stereo. In the audio mode, automatic selection can be carried out; U disk and SD card mode can play a pause, up and down, get the current song name song play progress; in BT mode, Bluetooth audio can play the music on the mobile phone. The long press can open and close the color lights."
3257,9963FD1A25A9AA250C4EE5B94A2689D2BCB98C563F3CFF3DC705F5613242D6B8,com.videvelopers.app.tech_freedom,,"Hello folks! Welcome to Tech-Freedom for Visually Impaired. There is no doubt that over the last few years various apps were developed for the visually challenged to tackle various issues like screen reader, word processers, pdf readers and so on. In this scenario, we (V.I. Developers) are here with the multi-feature android app “Tech-Freedom”. Tech-Freedom is a multi-feature android app. It is ads free and cost-free app. It is stable from android 5 to 13. It has following features: 1.	App Backup. 2.	Audio Editor 3.	Cash Reader. 4.	Document Converter. 5.	Document Saver. 6.	Image Reader. 7.	Instant Reader. 8.	Link Saver. 9.	My Player. 10.	Notepad. 11.	Password Saver. 12.	PDF Reader. 13.	Text Translator. 14.	Video Editor 15.	Voice Recorder. These features are developed with having accessibility into the mind. Also, Accessibility is evaluated with Google’s accessibility suite (Talkback) during development. *App Backup: By using this feature, you’ll be able to take and share backup of your installed apps. Backed up apps will be stored inside Internal Storage/Tech-Freedom/App Backups. *Audio Editor: Audio Editor is one of the most demanding features of our app. It’ll allow you to cut and merge audios. Output files will be stored inside Internal Storage/Tech-Freedom/Outputs. *Cash Reader: Blind people are often stuck while detecting currencies. To solve that problem, we design our own AI neural network to detect currencies using phone’s camera. Currently we’re only supporting Indian bank notes: 10 Rupee. 20 Rupee. 50 Rupee. 100 Rupee. 200 Rupee. 500 Rupee. 2000 Rupee. *Document Converter: This feature helps you to convert PDF, office and TXT files with each other. The converted files will be stored inside Internal Storage/Tech-Freedom/Documents. *Document Saver: By using Document Saver, you’ll be able to create TXT and PDF files from your text very easily. The saved files will be stored inside Internal Storage/Tech-Freedom/Documents. *Image Reader: By using Tech-Freedom, your images will speak to you Directly. We have both online and offline image reader. Online image reader is most advance and accurate image processer. Whereas offline image reader is designed to be worked offline. *Instant Reader: An Instant Reader is used to instantly read out the text in front of camera. *Link Saver: By using our Link Saver, you’ll have all your important links saved. *My Player: My Player is used to play audios and videos on your device. *Notepad: By using our online notepad, you’ll be able to save your notes online. *Password Saver: By using our Password Saver, you’ll be able to save your account’s passwords offline. *PDF Reader: Reading PDF is more challenging task for a visually impaired. But it’ll be very easy to read it now with our most accurate and fast PDF Reader. It has many features to perform on your PDFs. Also, you can copy, translate, save, export and share content of your PDFs very easily. Ability to set bookmark is added too. You can also open your password protected PDFs very easily. In today’s world, PDF is not creating with just text, but it’s composed of scanned documents and images. With our advance and most accurate OCR engine, your PDFs can be rendered very well. *Text Translator: Text Translator is used to translate your text within 135 languages. *Video Editor: An accessible video editor is the dream of visually impaired. It includes: Video Cutter. Video Merger. Video to Audio. Image to Video. Output files will be stored inside Internal Storage/Tech-Freedom/Outputs. *Voice Recorder: By using Voice Recorder, you can record your audios. Official website of Tech-Freedom: https://techfreedom.in For any queries / suggestion, email us: info@techfreedom.in Best regards! V.I. Developers."
3268,9A17CC32E79DA6394867D3C9CBF78126DACFBE6538EFACEB4E5C9F9A4820DB22,com.molink.john.bkwifi,,"Bkwifi is connected to wireless devices through WiFi, and image data is transmitted wirelessly to obtain real-time image of lens, which can be used in toy, shooting, reversing image and other industries"
3296,9BFD86B469827FBE30585AC9B06196663389D6CE3AA27070EEB76C03B535CC8A,com.lomolsoft.dict.sedict,,"The dictionary supports both offline and online translation, automatic retrieval of Chinese and English input, easy to use, support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation, support English online listening learning The main function: 1. English Spanish offline translation 2. Support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation 3. Support English online listening learning 4. Support the new word record function 5. Support history query record function  main feature: 1. Easy to use, easy and fast 2. Offline online support at the same time 3. The interface is beautiful and generous  If you encounter any software related problems during use, please contact us (you can email us via email) In the follow-up, we will continue to develop related dictionaries in other languages according to our needs, so that everyone can communicate and learn in daily life, so stay tuned!"
3301,9C5BA41A08BD807B40A357B0FA49D646E08F9A6A3CB2B504DC5DF473EB7F003F,com.qhqc.starvoice,,"StarChat provides you with a wonderful way to communicate with friends all over the world . You can have voice group chats in rooms and play interesting games with people from nearby or all over the world.  【Voice Group Chat Rooms】 Enjoy free high-quality live voice chat with friends and other friendly people from different regions in StarChat. Join thousands of topics Live in public chat rooms around the world.  【Make New Friends】 StarChat is now available in 70+ countries in localized languages. Make friends directly in group chat rooms.  【Various Themed Parties】 Parties for the national day, birthdays, weddings, or real-time comments on football games are waiting for you. Spending your wonderful days in StarChat. Let’s get the party started!  【Exquisite Gifts】 Show your love and uniqueness with a variety of exquisite gifts, luxury sports cars, beautiful avatar frames, and other decorations in StarChat. It’s a great chance to surprise your friends.  【Share Your Moments】 Share every fantastic moment in your life to the square on StarChat, Facebook, Instagram, Twitter or Snapchat.  Download StarChat & start your wonderful group chat journey now!  Follow us to get the latest news, updates, and events: Facebook: facebook.com/StarChatLive Website: www.starchat.live"
3306,9D0D62EB92FF8FC9440948CED012B22D4229207328273A4034B0BB46F68BBD4E,com.lomolsoft.dict.cedict,,"The dictionary supports both offline and online translation, automatic retrieval of Chinese and English input, easy to use, support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation, support English online listening learning The main function: 1. Chinese and English offline translation 2. Support Chinese. English. Japanese. Korean. French. German. Spanish online translation and pronunciation 3. Support English online listening learning 4. Support the new word record function 5. Support history query record function  main feature: 1. Easy to use, easy and fast 2. Offline online support at the same time 3. The interface is beautiful and generous  If you encounter any software related problems during use, please contact us (you can email us via email) In the follow-up, we will continue to develop related dictionaries in other languages according to our needs, so that everyone can communicate and learn in daily life, so stay tuned!"
3308,9D16261325E54EB4CBF5A279C010444DC43B572E26A58A376F4AC0F732EFC21B,com.perception.soc.en,,"Play the best classic MMORPG, only in Empire Online!  A truly massively multiplayer online role-playing game: Train your own epic character, create an unstoppable team, and build the most formidable empire in the land! Defend your empire with your friends and conquer others to expand your empire!  It’s time to begin your journey in a land with gods, demons, and legions of mystical creatures on your quest to save the world from destruction! Embark on branching quests in this MMORPG through unique levels, build your own legendary team of adventurers and the most exciting of all -- establish your own empire!  CHOOSE YOUR OWN ORIGINS 4 Races: Nordic, Eastland, Atlantis, and Maya 5 Classes: Warrior, Fighter, Wizard, Hunter, and Artificer  GAME FEATURES * Real time multiplayer MMORPG! * Classic turn based battle – devise your own skills and tactics! * A huge and developing world! * Team PVP! * Customize your avatars! * Build your empire and declare wars! * Regular events and levels held every month!  USER REVIEWS “GREAT MMORPG!!!	Best avatar/skill/equip customisation i have seen in any mobile mmorpg. Fun quests, pets and mounts, empires, events... So much fun. I will never get bored of this game!” -Christopher “Awesome It's a must try for all mmorpg fans from the battles to the customization of ur anime looking character ull be hooked forever lol check it out” -Gareth “Best game ever! BEST game ever download now it's a must have , never seen any mmorpg this good!!!” –SHAILESH “Its the best 2D mmo in mobile consoles It has its own pet system. You determine the stats, skills and the equip you want to wear. You can any weapon provided you satisfy the requirement, you get to lvl up even by grinding or questing. What more can you ask for?” -Denis"
3310,9D31CAD6EDE03354C7CA311EDA666D55BC035771B4E552F0F9B104D751E80A57,com.szkct.funrun.main,,"A Bluetooth intelligent Bracelet supporting the use of sports app and application through the connection of the Bluetooth and intelligent bracelet can remote voice calls and SMS receiving and application to remind, receiving the ring data and display on mobile phones, phone lookup functions.and use SMS and call log permissions to push text messages and call messages to the watch in real time."
3314,9DB41873084ED17C75A95EC3187183D090FB35283119AE85B956F17440678E31,com.jingdekeji.dcsysapp,,"Gomenu –  A good APP for seeking out delicacy, ordering food online. One-click to share your favorites. (Support Android5.0 + system)"
3319,9E1D2A190FE11CA2C07C752A65D9FEE5DFF2A3966CCE870FC6D5D16B5C5CE4D7,com.WildSoda.MineSurvival,,"Through collections and hunting, you can create tools and buildings. Through it Protect yourself from zombies and survive for a long time. Adapted to five mode environment, Create a space protecting yourself from zombies!  ■ Find a place where there is plenty of water and build a settlement! ■ Build various items and buildings through collection and hunting! ■ At night, zombies appear! ■ You can stop zombies by installing walls, snares, Towers, and Cannon! ■ Body temperature, hunger, water, and poo management are very important!  Don't starve! ■ Put him on the altar, call him, fight him! You can obtain the key for the next mode! ■ Build an altar, call him, and fight!    ■ 2.0.0 Update ■ ■ Add Cave ■  Add new Ores, Monsters,Natural Objects, Drill ■ Add Fever Zone, Unicorn ■ Add 30 Pet(Functional) ■ Add Upgrade Steps  :  Wall, Doors, Attack Tower, Cannon, Trap, Power Tower  ■ 2.0.4 UPDATE ■ ● Add Custom game   ★ Android Minimum SDK : 5.0 'Lollipop' (API 21)  ★ REQUIREMENTS: RAM 768 AND UP   First game of the Indie Game developer Wildsoda! There is a lot of shortcomings, but I will update continuously! Please e-mail me the bug and the request, i will review it and apply it to the update. Lots of attention, love, and play, please. Thank you.   [ Game Guide Link ] https://wildsoda.wordpress.com"
3323,9E946126A2A05C38E2DE45317D1E9F93329FA6C88737C9887C95E85E59328A1C,com.xhorse.assembly,,"This is an APP special for global locksmith developed by Xhorse. It can be used for key blade,generate universal remote(With independent intellectual property rights) and chip related operations by connecting to the MINI KEYTOOL and DOLPHIN device through Bluetooth and provides data retrieval and customer service as well. Software have bonus points mall, customer service, other funciton depend on the device that connected.  When MINI KEY TOOL device connected, it can transponder generating,  transponder cloning ,transponder editing, remote  generating, remote cloning, upgrade bulletins,etc. When DOLPHIN device connected, it can decode key, cut key, universal key duplication, query key bitting etc.  Disclaimer: The brand name or icon referenced in the APP is the exclusive property of the manufacturer. It is only used as a reference and instruction, help our customers quickly find information from APP!"
3340,A02D88864117DA56C927682C9BBFF546975A2AA05F760E992C1FB697139D101E,co.youcard,,"QooLine Features: * Contacts Management ( fast & reliable biz card scanning. Quick access  managing your network resources.) * Business matching ( referral system, networking & grow your biz. Expand biz & social contacts.) * Efficient Social Communication ( voice & video calls, private or group chat. Instant connectivity. * Discovery - Personal Time (sharing memorable moments.) - Business Time (promote your brand, products/services and trade.) - Work Time (earning extra income working part-time.) * Event management (create, promote with complete event details, RSVP, lucky draw, live Q&A)  ————————  QooLine 功能包括： * 人脉管理（动态名片、人脉轻松管理） * 生意机会（朋友推荐、商机无限） * 高效沟通（电话、语音、视频；单聊、群聊，让沟通快捷高效） * 发现精彩 - 朋友圈（分享您的精彩生活） - 生意圈（拓展您的商业机会） - 工作圈（增加您的技能收入） * 活动管理（轻松组织活动、抽奖促销聚人气）"
3348,A0AAE1F509A8C28AEB7AC50988A22FD7031CF20E664C6197601A1B9145D393D6,com.burakgon.gamebooster3,,"🎮 Play, earn, and win with Richie Rewards! Dive into top games and cash out real rewards. Over 10M users and counting! 💰💎   With Richie Rewards, gaming isn't just about fun—it's where fun meets real cash rewards! Turn those gaming hours into dazzling payouts and join the community that's earning while playing.   Why Richie Game Booster & Rewards is a Game Changer:   Cha-Ching while Playing! 💸 Dive into our vast game collection and watch as the real cash piles up. Every game, every level, every achievement brings you closer to that payout.   Daily Surprises Await! 🎁 Feeling lucky? Spin our daily wheel and bag surprise rewards. Who knew gaming could be this rewarding?   No More Lags, Just Smooth Gaming! 📈 Our Game Booster ensures each game runs without a hiccup. Say goodbye to freezes and hello to non-stop fun.   Pick, Play, and Profit! 🎮 Choose from a plethora of games that entertain, engage, and fill your pockets. From puzzles to adventures, we've got it all.   Boost, Play, and Earn with Richie! 🚀   We know the struggle of laggy games. That’s why our Game Booster is here to make every game silky smooth. And with automatic game detection, you just launch and dive straight in. No fuss, no manual additions!   A Few Key Points About Richie Rewards! 📌🌟   What We Do Best: 🚀   Richie Rewards is your go-to hub for launching and keeping an eye on your games. We're all about giving you the 411 on your device's stats and performance. While we're super at giving insights and analysis, we're not here to boost your game's performance directly. Think of us as your gaming assistant, always ready to help you spot and tackle any issues, like if your FPS feels a bit off. 🕹📊   A Little Bit on Permissions & Privacy: 🔒🛡   Usage Stats Permission: To know which game you're rocking, we peek at the last running app. That's why we'll ask for your ""Usage Stats"" permission.   Overlay Permission: To pop up timely alerts on performance and your earnings, we need the ""Display Over Other Apps"" permission. It's all about keeping you in the loop!   Your App List: We respect your privacy! 🤐 We send your installed packages to detect your installed games automatically. When checking out your installed packages, it's all anonymous. It's just our way to spot your installed games and make things smoother for you.  If you ever need a helping hand or just want to chat about your gaming journey, drop us a line at help@richie.games. Our friendly team is always here to assist and hear your awesome stories! 💌🤝  Hop into Richie Rewards and experience the ultimate blend of fun and earnings! 🎉"
3362,A1B554693AD6B506B179AE6AEC858205B011073E2A58A7DAD73103E99C786712,com.hkairlines.apps,,"Hong Kong Airlines is a full-service airline incorporated and registered in Hong Kong in 2006. Ever since then Hong Kong Airlines has grown to become an internationally-acclaimed carrier with its principal place of business in Hong Kong. Recognizing the warmth of its service and the quality of its onboard offering, Hong Kong Airlines has been awarded the highly-esteemed 4-star rating from Skytrax for the fourth time since 2011 and the “World’s Best Improved Airline” in 2014 by Skytrax.  Hong Kong Airlines Mobile APP, with its new design and user friendly operating experience, offers you attractive fares from time to time! Download and let your wonderful journey starts NOW!  Hot Routes: Beijing, Hong Kong, Taipei, Okinawa, Denpasar and more Attractive Fares: Great deals released every week and every month Skyshop: Products of extensive international and renowned brands at exceptional prices Inflight Entertainment: More than 100 latest Hollywood blockbusters, international films and TV shows Quality Service: We are renowned for attentive and friendly inflight service Comfortable Cabin: Relaxation in the ergonomics seats  Hong Kong Airlines – Fresh + Very Hong Kong"
3364,A1C25C8070D697E0C53F78EEA77A82DEE3C6207BB42734F05077C58C05B41C91,com.dbSoftware.sievolve,,"You don’t remember how you got to this island, but now you’re stranded in the wild. Surviving here will be no simple task. First you’ll need to find food, craft some primitive tools, and build a shelter. Think you have what it takes? Your survival adventure is about to begin…  <b>Game features:</b> *Explore the wilderness!  *Build your house from the ground up! *Utilize an extensive crafting system with tons of recipes! *Meet the island fauna!  *Island survival sandbox simulator.  <b>Survivalist tips:</b> ★Begin with chopping wood in the forest. Wood is used for craft.  ★Craft armor and weapons for fighting wild animals. ★Don’t starve, survivor: collect all available resources to keep yourself fed. ★Craft everything you might need. ★Keep track of your health, or you won’t survive…  If you like other survival games, play Survival Island: EVO – it’ll be just what you’re looking for. Begin your survival adventure now!   *IMPORTANT. Online multiplayer is still in development and will be available soon. Follow our news feed to be the first to know when you can play with friends!  FB: https://www.facebook.com/SurvivalWorldIsland"
3366,A1CF3F88952F426C015F69FA8289D8A40EC4BDCA16E0C402B06AC36DC9BB9A63,com.phoenix.bydfh.tw,,"Classic and continuation of real arcade fishing game machine The only fishing machine shooting with dual forts and angles  Free gold coins daily  Receive and give gifts to friends  Free transactions Game Features No need to spend a lot of time Spend diamonds to upgrade fort step by step  Catch the treasure by fishing and trade with the treasure  All kinds of deep-see fishes waiting for you to explore and catch fish Knock the gold egg and receive the red envelope  Many mini games are also waiting for your challenge  Game ranking and win massive prizes Go underwater fishing,be a fishing tycoon   For more information, please join our Facebook page: https://www.facebook.com/frenzyfishing/ Report bugs to: phoenixtaiwan888@gmail.com ※ The game complies with Google policy and is merely used for entertainment.  ※ The game does not offer ""games over currency transactions"" or cash or physical prizes."
3368,A1E93F3D93CD329A6F4A2621B465B582194CF8AEFFE5C67F581F9243ECB6A77C,com.gss.armycargo.td3d,,"Army Cargo Truck Simulator 3D is an exciting and realistic truck driving game, get ready to play an extreme army cargo truck simulation game.  Now you can have an army truck and work to save your territory from enemies. Army Cargo Truck Drive 3D has unique features war scenario with delivery of cargo to the base so the mission continue in battle ground.   Show your professional driving and transport soldiers and delivery from a small base camp to army hideouts. soldiers are ready for a battlefield. they have enough time to reach a check message so that your duty is to be a real monster military 4x4 truck driving and help command to fulfill their mission and drop to control the base camp zone.  driving through several challenging levels, extreme weather conditions. each level of the Army Cargo Truck Drive 3D is more exciting than the previous level. drive carefully through mountains and jungle. There are many adventure levels in this game. In each level there are several challenging missions for you. If you have a best truck driver, you can complete all the challenging levels with your driving. The control of the monster truck as acceleration, braking and steering wheel is very realistic and smooth with different camera angles. You can look at different angles with the help of the camera buttons.It is a best army truck simulation game for all simulation game lovers like army cargo plan transporter, heavy cargo pk truck simulator and military cargo to long drive with passion. Anyone who loves to play simulation games check this out army game. Be an army truck driver done your job with honesty, passion and care.  =>how to play: • Three type control Tilt, Steering and Button. • tilt your mobile to move truck. • tap left or right button to move truck left or right. • use steering to turn your truck. • press race button to move forward. • press brake button to stop the truck.  =>Game FEATURES<= * Wonderful mountain and jungle environments. * Beautiful inside view of dashboard,steering and speedometer. * Realistic war situation with stunning sound effects. * Real 3D soldiers animations with guns. * Realistic army cargo truck with physics. * Multiple missions from easy to difficult. * Free to play game with addictive game play.  Your Feedback's and ratings are valuable for us to keep ourselves busy in creating more fun to entertain you.  In case if you find any bug that needed to be addressed just send us an email, we will improve it and reply to your email as soon as possible."
3382,A2BBDAE6921E4A1F79B68D8F00122784AE908B889E0E0D8376AD6E5A76FF1ABB,com.icloudzone.SpeedNight2,,"Inheritance 3D game in the first generation of Speed Night. Experience more realistic physics engine, and enjoy the fun of midnight racing. Game content: Tap the left and right of the screen to control the steering of your car, escaped on the road NPC vehicles. The row beginning of the process, you can collect the gold coins. By gold coin to unlock the props. The course of the game provides the following capabilities: 1. Magnet: lessons within a certain range of gold used for a certain period of time. 2. Missile: blow up the NPC the vehicle before you. 3. Time: Every time you pass the finish line, increase one time. 4. Acceleration: speed over a period of time.  The game offers online leaderboards, you can compete with players all over the world!"
3384,A2FE496A88109935570501A883799692A13A39D506F9B147CE8B77D12273E3F8,com.ko.tools.zhika,,"・Chinese character stroke order, commonly used idiom interpretation. ・Primary school Chinese textbook 1-6 grade Chinese characters ・HSK Chinese Character Level Test Words and Vocabulary ・You can use memory curve to make learning plan, app will automatically arrange review schedule ----- ・Show the Chinese characters of each lesson in random order ・Freely switch between single and multi-word cards ・Click on Chinese characters to listen to pronunciation ・Check detailed description of Chinese characters, including related group words, explanations, etc. ・Custom card set: Make your own card set, save it in categories, ・Add any word card grouping and words at any time, check the review at any time. ・You can collect any Chinese characters for review at any time. ・Back up data to the cloud to recover data at any time  ----- ・Includes 4000 commonly used Chinese characters and their interpretation and pronunciation ・Includes 42,000 words and their interpretation and pronunciation ・Includes 30,000 idioms and their interpretation and pronunciation ------ ・You can view the order of Chinese strokes and automatically play the stroke animation.   [Automatic renewal member description】 ・Subscription period 1 month (continuous monthly subscription), 3 months (continuous 3monthly subscription), 1year(continuous yearly subscription) ・Terms of Service: http://sf-sky.weebly.com/terms.html ・Privacy Agreement: http://sf-sky.weebly.com/privacy.html"
3406,A47EF54001864F5B5509B731F84D9841780EBB5E8B62EFAD49ACABC31BDD04B5,com.professionalgamingart.dirtroadarmytruckdeliverynew,,"Dirt Road Army Cargo Truck - Snow Trucker Champion  Become the legend driver of army Truck by transporting the army goods to border, main operating base, arsenal and in the camp area.  Get ready for an adventurous free army truck driving game. Journey begun from an army base camp. You are a driver of a military and being a military driver your duty is to drive an army truck  throughout a mountain and drop army cargo goods  to their check post and military bases. Challenging drive, limited time and mountain are the key task for a military driver. So show your professional driving skills and transport soldiers from small base camp to main army check post. Soldiers are ready for a battlefield. This is the most realistic truck game in market. Deliver heavy cargo from one place to another. Drive to explore off-road environment and test your driving skills. If you want to became a truck driver and this is impossible for some reason for you you have to try this game.    Dirt Road Army Truck Mountain Delivery is a not just a driving simulator but a professional duty to transport army officers. They might be carrying heavy weapons or armoury with them too so be careful with your driving. Enjoy hours of non-stop thrill of driving an army bus. Realistic bus physics, smooth handling, pressure brakes and fast driving. Get ready for fast off-road hill driving in this 3d military bus simulator 2018.  Military men, armed forces and commandos are busy in your duty and when they need a transport service you will be the top driver to provide them pick and drop. Army duty is not an easy job so prove yourself as the best bus driver.  This is the best army surplus cargo truck free game. Army military base camp is full of navy forces vehicles army tanks and there huts are all around you in dangerous army truck ride. commando real possible mission combat is extremely fun in army games. Avoid to hit and drive save this army cargo truck mission adventure. assassin navy russian sniper attack is way too much adventurous.      Dirt Road Army Cargo Truck - Snow Trucker Champion Features  - Real simulation of an army truck drive. - Variety of 4x4 heavy duty truck and buses - An off road Challenging drive. - Skilled army driver to transport soldiers. - Clock is ticking with a limited time. - Experience a sim of mountain drive. - Challenging drive and loads of missions. - Smooth game play with fun drive. - Stunning sound effects and HD graphics. - Arrows, steering wheel and accelerometer controls - Thrilling Gameplay Levels on Dirt Off Road - Smooth Steering & Driving Controls - Indicators, Headlights and Pressure Brakes - Amazing 3D Graphics & military base Environment - Real time army base environment. - Command Center - Garrison - Border outpost - Bus with highly tuned driving physics."
